urban_rural,region,age,gender,education,employment_status,occupation,country_direction,economic_condition,presidents_performance,trust_president,corruption_level,handle_economy,handle_corruption,news_radio,news_tv,news_newspapers,news_social_media,news_internet,voted_last_election,party_voted_for,education_grouped,occupation_grouped
Urban,Nairobi,39.0,Man,Secondary school / high school completed,Employed (Full-time),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the wrong direction,Very bad,Strongly disapprove,Somewhat,Increased a lot,Very badly,Very badly,Every day,Every day,Never,Never,Never,I voted in the election,Orange Democratic Movement (ODM),Secondary School,Skilled/Unskilled Labor
Rural,Busia,62.0,Man,University completed,Unemployed (Not looking),"Mid-level professional (e.g., teacher, nurse, mid-level government officer)",Going in the wrong direction,Very bad,Strongly disapprove,Just a little,Increased a lot,Very badly,Very badly,Every day,Every day,A few times a week,Every day,Less than once a month,I voted in the election,Orange Democratic Movement (ODM),Bachelors Degree,Professional
Rural,Busia,26.0,Man,Secondary school / high school completed,Unemployed (Actively looking),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the right direction,Fairly good,Strongly approve,A lot,Decreased a lot,Very well,Very well,Every day,Every day,Every day,Never,A few times a week,I voted in the election,United Democratic Alliance (UDA),Secondary School,Skilled/Unskilled Labor
Urban,Nairobi,31.0,Woman,Secondary school / high school completed,Employed (Full-time),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the wrong direction,Very bad,Strongly disapprove,Just a little,Stayed the same,Fairly well,Fairly badly,Every day,Every day,Never,A few times a week,Undecided/No Response,I voted in the election,Undecided/No Response,Secondary School,Skilled/Unskilled Labor
Rural,Busia,37.0,Woman,Some primary schooling,Employed (Full-time),Trader / hawker / vendor,Going in the right direction,Fairly bad,Strongly approve,Somewhat,Decreased somewhat,Fairly well,Very well,Every day,Every day,Never,Never,Never,I voted in the election,United Democratic Alliance (UDA),Primary School,Trader
Rural,Busia,55.0,Woman,No formal schooling,Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Neither good nor bad,Strongly disapprove,Not at all,Undecided/No Response,Fairly badly,Undecided/No Response,Never,Never,Never,Never,Never,I voted in the election,Orange Democratic Movement (ODM),Informal Schooling,Agriculture
Urban,Nairobi,22.0,Woman,Intermediate school or Some secondary school / high school,Unemployed (Actively looking),Never had a job,Going in the right direction,Neither good nor bad,Approve,Not at all,Increased somewhat,Fairly well,Very badly,A few times a week,A few times a week,Never,Never,Never,I did not vote,Undecided/No Response,Secondary School,Undecided/No Response
Urban,Machakos,35.0,Man,Intermediate school or Some secondary school / high school,Employed (Part-time),Supervisor / Foreman / Senior Manager,Going in the wrong direction,Very bad,Strongly disapprove,Just a little,Increased a lot,Very badly,Very badly,Every day,A few times a week,A few times a month,A few times a month,A few times a month,I did not vote,Wiper Democratic Movement (WDM–K),Secondary School,Professional
Urban,Nairobi,28.0,Woman,Secondary school / high school completed,Unemployed (Actively looking),Trader / hawker / vendor,Going in the wrong direction,Very bad,Strongly disapprove,Just a little,Increased a lot,Very badly,Very badly,A few times a week,Every day,Every day,Never,Never,I did not vote,Undecided/No Response,Secondary School,Trader
Rural,Machakos,39.0,Woman,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Full-time),Retail / Shop,Going in the right direction,Very bad,Disapprove,Just a little,Stayed the same,Fairly badly,Very badly,A few times a week,Every day,Never,A few times a month,A few times a month,I voted in the election,Would not vote,Certificate/Diploma,Trader
Urban,Nyandarua,50.0,Man,Some primary schooling,Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Very bad,Disapprove,Just a little,Increased a lot,Fairly badly,Very badly,Never,Every day,Never,Never,Undecided/No Response,I voted in the election,Other,Primary School,Agriculture
Urban,Nyandarua,28.0,Woman,Intermediate school or Some secondary school / high school,Employed (Part-time),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the right direction,Very bad,Strongly approve,Just a little,Decreased somewhat,Very well,Fairly well,Never,A few times a week,Never,Never,Never,I voted in the election,United Democratic Alliance (UDA),Secondary School,Skilled/Unskilled Labor
Urban,Kilifi,20.0,Woman,Primary school completed,Unemployed (Actively looking),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the right direction,Fairly good,Strongly disapprove,A lot,Stayed the same,Fairly badly,Very badly,Less than once a month,Never,Never,A few times a month,Never,I did not vote,Would not vote,Primary School,Skilled/Unskilled Labor
Urban,Nairobi,42.0,Man,Secondary school / high school completed,Employed (Full-time),Trader / hawker / vendor,Going in the wrong direction,Very bad,Approve,Somewhat,Decreased somewhat,Fairly badly,Very badly,A few times a week,A few times a week,Never,Every day,A few times a week,I did not vote,Jubilee Alliance Party (JAP),Secondary School,Trader
Urban,Machakos,28.0,Man,Secondary school / high school completed,Employed (Part-time),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the wrong direction,Very bad,Strongly disapprove,Just a little,Decreased a lot,Very badly,Very badly,Every day,A few times a month,Never,Every day,Every day,I voted in the election,Orange Democratic Movement (ODM),Secondary School,Skilled/Unskilled Labor
Urban,Kilifi,45.0,Man,Primary school completed,Unemployed (Actively looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Fairly bad,Strongly disapprove,Undecided/No Response,Increased a lot,Fairly badly,Very badly,Every day,Less than once a month,Never,Never,Never,I voted in the election,Orange Democratic Movement (ODM),Primary School,Agriculture
Rural,Machakos,22.0,Woman,Secondary school / high school completed,Unemployed (Actively looking),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the wrong direction,Very bad,Strongly disapprove,Just a little,Increased a lot,Fairly badly,Very badly,Every day,Every day,Never,Never,Never,I voted in the election,KANU,Secondary School,Skilled/Unskilled Labor
Rural,Nyamira  ,48.0,Woman,Primary school completed,Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Very bad,Disapprove,Just a little,Increased somewhat,Fairly badly,Fairly well,Every day,Every day,A few times a month,Never,Never,I voted in the election,Orange Democratic Movement (ODM),Primary School,Agriculture
Rural,Nyamira  ,65.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased a lot,Very badly,Very badly,Every day,Every day,A few times a month,Never,Never,I voted in the election,Orange Democratic Movement (ODM),Certificate/Diploma,Agriculture
Urban,Kilifi,38.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Unemployed (Actively looking),Trader / hawker / vendor,Going in the wrong direction,Very bad,Strongly disapprove,Just a little,Increased somewhat,Fairly badly,Very badly,A few times a month,Every day,A few times a month,Every day,Every day,I voted in the election,Roots Party of Kenya (RPK),Certificate/Diploma,Trader
Urban,Nyandarua,44.0,Woman,Intermediate school or Some secondary school / high school,Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Fairly bad,Disapprove,Undecided/No Response,Stayed the same,Fairly badly,Fairly badly,Every day,Every day,Never,A few times a week,A few times a week,I did not vote,United Democratic Alliance (UDA),Secondary School,Agriculture
Urban,Kilifi,53.0,Woman,Secondary school / high school completed,Unemployed (Actively looking),Retail / Shop,Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased a lot,Very badly,Very badly,Never,Every day,Never,A few times a month,Never,I did not vote,Undecided/No Response,Secondary School,Trader
Rural,Machakos,24.0,Woman,Some primary schooling,Unemployed (Actively looking),Trader / hawker / vendor,Going in the wrong direction,Fairly good,Approve,Somewhat,Increased somewhat,Fairly well,Very well,Every day,Every day,Never,A few times a month,Undecided/No Response,I voted in the election,United Democratic Alliance (UDA),Primary School,Trader
Urban,Nyandarua,27.0,Man,Primary school completed,Employed (Part-time),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the right direction,Fairly good,Strongly approve,A lot,Decreased somewhat,Very badly,Very well,Every day,Less than once a month,A few times a week,Never,Never,I voted in the election,United Democratic Alliance (UDA),Primary School,Skilled/Unskilled Labor
Urban,Machakos,27.0,Man,"Post-secondary qualifications, other than university e.g. a diploma or degree from a polytechnic or college",Employed (Full-time),"Unskilled manual worker (e.g., cleaner, laborer, domestic help, unskilled manufacturing worker)",Going in the wrong direction,Very bad,Strongly disapprove,Somewhat,Increased a lot,Very badly,Very badly,A few times a month,A few times a month,Never,Every day,Every day,I did not vote,Would not vote,Certificate/Diploma,Skilled/Unskilled Labor
Rural,Nyamira  ,65.0,Woman,Some primary schooling,Unemployed (Not looking),Agriculture / farming / fishing / forestry,Going in the wrong direction,Very bad,Strongly disapprove,Just a little,Increased somewhat,Fairly badly,Fairly badly,Every day,Every day,Never,Never,Never,I voted in the election,Orange Democratic Movement (ODM),Primary School,Agriculture
Urban,Nairobi,37.0,Man,Primary school completed,Unemployed (Actively looking),"Artisan or skilled manual worker (e.g., trades like electrician, mechanic, machinist or skilled manufacturing worker)",Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased a lot,Very badly,Very badly,Never,Every day,Never,A few times a week,A few times a week,I voted in the election,Orange Democratic Movement (ODM),Primary School,Skilled/Unskilled Labor
Urban,Nairobi,20.0,Woman,Secondary school / high school completed,Unemployed (Not looking),Housewife / homemaker,Going in the right direction,Fairly bad,Disapprove,Just a little,Stayed the same,Fairly well,Very badly,Less than once a month,A few times a month,Never,Every day,Every day,I was too young to vote,Would not vote,Secondary School,Housewife
Rural,Busia,40.0,Woman,Some primary schooling,Unemployed (Actively looking),Housewife / homemaker,Going in the wrong direction,Very bad,Strongly disapprove,Not at all,Increased a lot,Very badly,Very badly,A few times a week,Never,Never,Never,Never,I voted in the election,Orange Democratic Movement (ODM),Primary School,Housewife
